Catégories,Tags catégorie,Description catégorie,Services,Tag Services,Description service,Filtre présentation,Prestation,Tags prestation,Option,Métier,Equipement,Facturation,Calculateur, , , , , , , , , , , , , , , , , , 
Jardin & équipements,,,Jardin & potager,,,,Désherbage,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Arrosage de plantes extérieur ,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Arrosage de plantes intérieur ,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Paysagiste,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Bêchage,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Plantation d'arbres,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Labourage,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",par m2,Surface,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Entretien Potager,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Création Potager,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Récolte fruits & légumes,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",par m2,Surface,,,,,,,,,,,,,,,,,,
Jardin & équipements,,,Jardin & potager,,,,Pose d'un gazon artificiel,,,Jardinier,"Outils de jardinage;Arrosoir;Tronçonneuse;Tracteur tondeuse;Engrais, traitement;Coupe branches;Tuyau d'arrosage;Débroussailleuse;Aspirateur à feuilles;Taille-haies;Désherbant thermique;Sac déchets verts; Graines et plantations potager;Fourche;Pulvérisateur désherbant;Motoculteur;Tondeuse à gazon",par m2,Surface,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Repassage ,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage classique,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,par machine,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage à sec,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage à froid ,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage robe de mariée,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage costume,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage couette,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage parure de lit,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage rideaux,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Lavage & repassage,,,,Lavage serviette et peignoir,,,Blanchisseur,Machine à laver;Fer à repasser;Lessive et produits de lavage,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Démolition,Démolition mur,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Démolition,Démolition mur porteur,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Démolition,Démolition de cloisons,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Construction mur,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Construction escalier,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Ragréage,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Coulage de dalle,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Coulage de chape,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Maçonnerie,,,Construction,Construction d'un coffrage,,,Maçon,Marteau piqueur;Pince à béton;Masse;Bétonnière;Niveau;Truelle;Matériel de coffrage,par m2,Surface,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Maquillage soirée / évènement,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Teinture des cils,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Teinture des sourcils,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Permanente des cils,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Extension de cils,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Maquillage mariée,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Réhaussement des cils,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Maquillage,,,,Mariée avec essai,,,Maquilleuse,Coton et démaquillant;Maquillage;Serviette;Pinceaux et applicateurs,par prestation,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac,Entretien & nettoyage du cuir,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac ,Réparation accroc ,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac,Réparation anse,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac,Réparation doublure,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac,Changement anse,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Sac,Changement doublure,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Réparation des roues,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Réparation poignée télescopique,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Réparation poignée,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Changement des roues,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Changement de la poignée télescopique,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
"Vêtements, chaussures & accessoires",,,Maroquinerie ,,,Valise,Changement poignée,,,Maroquinier,Produits d'entretien du cuir;Tissu;Roulettes;Machine à coudre;Fil et aiguilles,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Massage Découverte,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Massage du Dos,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Massage Relaxant,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Massage Crânien,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Réflexologie Plantaire,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Massage,,,,Réflexologie crânniène,,,Masseur(se),Table de massage;Produits de soin;Serviette,par prestation,Nombre,,,,,,,,,,,,,,,,,,
High tech,,,Matériel High tech,,,Réparation,Réparation de radio transistor,,,,Caisse à outils,par prestation,Nombre,,,,,,,,,,,,,,,,,,
High tech,,,Matériel High tech,,,Réparation,Réparation de jukebox,,,,Caisse à outils,par prestation,Nombre,,,,,,,,,,,,,,,,,,
High tech,,,Matériel High tech,,,Réparation,Réparation de platine vinyle,,,,Caisse à outils,par prestation,Nombre,,,,,,,,,,,,,,,,,,
High tech,,,Matériel High tech,,,Réparation,Réparation de consoles de jeux vidéos,,,,Caisse à outils,par prestation,Nombre,,,,,,,,,,,,,,,,,,
High tech,,,Matériel High tech,,,Réparation,Réparation Hi-Fi,,,,Caisse à outils,par prestation,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Hypnotherapie,,,Hypnotiseur,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Tai-chi-chuan,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Aromatherapie ,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Reflexologie,,,Relaxologue,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Sophrologie,,,Sophrologue,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Acupuncture,,,Acupuncteur,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Feng shui,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Méditation,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Naturopathie,,,Naturopate,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Shiatsu,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Magnetisme,,,Magnetiseur,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Beauté & bien être,,,Médecine douce,,,,Reiki,,,,,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Ménage,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,de l'heure,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Lavage de vitre,,,Laveur de vitre,Produits d'entretien;Aspirateur;Raclette vitre,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Lavage de canapé ,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Lavage de moquette,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,par m2,Surface,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Lavage de tapis ,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Rangement,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison,,,Ménage,,,,Nettoyage des murs,,,Femme de ménage,Produits d'entretien;Aspirateur;Raclette vitre,unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose fenêtre,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose baie vitrée,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose poignée de porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose blindage,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose de volet,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose volet roulant,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose volet électrique,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose de store,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose de juda,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose velux,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Montage véranda,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Montage verrière,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose d'escalier,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose rampe d'escalier,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Montage dressing,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose étagère,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose fenêtre,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose baie vitrée,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose blindage,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose de Volet,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose de volet électrique,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose volet roulant,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose store,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose juda,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose velux,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose véranda,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose verrière,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose d'escalier,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose rampe d'escalier,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose dressing,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Dépose,Dépose d'étagère,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose de cuisine,,,Cuisiniste,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Pose,Pose de plan de travail,,,Cuisiniste,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Réparation,Rabotage Fenêtre,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Réparation,Rabotage porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Réparation,Réparation poignée de porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction placard,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m3,Volume,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction étagère,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction table,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction chaise,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction fauteuil de jardin,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction bar extérieur,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",unitaire,Nombre,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Construction,Construction meuble en palette,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m3,Volume,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Décapage,Décapage de porte,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Décapage,Décapage de fenêtre,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
Maison & travaux,,,Menuiserie,,,Décapage,Décapage bois de façade,,,Menuisier,"Caisse à outils;Rabot;Décapeur;Vis, chevilles et écrous",par m2,Surface,,,,,,,,,,,,,,,,,,
