categorie;service;prestation;eligible_cesu;privée
Jardin & équipements;Equipements de jardin;Installation d'une boite aux lettres;1;0
Jardin & équipements;Equipements de jardin;Installation de store banne;0;0
Jardin & équipements;Equipements de jardin;Installation fontaine à eau;0;0
Jardin & équipements;Equipements de jardin;Installation mare;0;0
Jardin & équipements;Equipements de jardin;Installation pergola;1;0
Jardin & équipements;Equipements de jardin;Installation salon de jardin;1;0
Jardin & équipements;Equipements de jardin;Installation serre;0;0
Jardin & équipements;Equipements de jardin;Installation tonnelle;1;0
Jardin & équipements;Equipements de jardin;Réparation abri de jardin;1;0
Jardin & équipements;Equipements de jardin;Réparation balançoire;1;0
Jardin & équipements;Equipements de jardin;Réparation barbecue;1;0
Jardin & équipements;Equipements de jardin;Réparation de chauffage extérieur;1;0
Jardin & équipements;Equipements de jardin;Réparation de stores bannes;1;0
Jardin & équipements;Equipements de jardin;Réparation fontaine à eau;0;0
Jardin & équipements;Equipements de jardin;Réparation mare;0;0
Jardin & équipements;Equipements de jardin;Réparation pergola;1;0
Jardin & équipements;Equipements de jardin;Réparation salon de jardin;1;0
Jardin & équipements;Equipements de jardin;Réparation serre;0;0
Jardin & équipements;Equipements de jardin;Réparation tonnelle;1;0
Jardin & équipements;Equipements de jardin;Tonte et taille de haie ;1;1
Jardin & équipements;Nettoyage jardin;Déblaiement neige;1;0
Jardin & équipements;Nettoyage jardin;Entretien  et jardinage ;1;1
Jardin & équipements;Nettoyage jardin;Entretien fontaine à eau;1;0
Jardin & équipements;Nettoyage jardin;Entretien mare;1;0
Jardin & équipements;Nettoyage jardin;Entretien salon de jardin;1;0
Jardin & équipements;Nettoyage jardin;Nettoyage façade;1;0
Jardin & équipements;Nettoyage jardin;Nettoyage toiture;1;0
Jardin & équipements;Nettoyage jardin;desherbage massifs;1;1
Jardin & équipements;Nettoyage jardin;paillage ;0;1
Jardin & équipements;Nettoyage jardin;plantation de fleurs;1;1
Jardin & équipements;Nettoyage jardin;taille d'arbre, élagage taille de haie ;1;1
Jardin & équipements;Nettoyage jardin;taille des plantes;1;1
Jardin & équipements;Piscine & spa;Entretien piscine;0;0
Jardin & équipements;Piscine & spa;Entretien spa;0;0
Jardin & équipements;Piscine & spa;Instalation ;0;1
Jardin & équipements;Piscine & spa;Installation piscine hors sol;0;0
Jardin & équipements;Piscine & spa;Installation spa;0;0
Jardin & équipements;Piscine & spa;Maintenance;0;1
Jardin & équipements;Piscine & spa;Nettoyage liner;1;0
Jardin & équipements;Piscine & spa;Nettoyage piscine;1;0
Jardin & équipements;Piscine & spa;Nettoyage spa;1;0
Jardin & équipements;Piscine & spa;Réparation liner;0;0
Jardin & équipements;Piscine & spa;Réparation piscine;0;0
Jardin & équipements;Piscine & spa;Réparation robot piscine;0;0
Jardin & équipements;Piscine & spa;Réparation skimmer;0;0
Jardin & équipements;Piscine & spa;Réparation spa;0;0
Jardin & équipements;Piscine & spa;Réparation système pompe piscine;0;0
Jardin & équipements;Réparation outillage jardin;Réparation bétonnière;0;0
Jardin & équipements;Réparation outillage jardin;Réparation débroussailleuse;0;0
Jardin & équipements;Réparation outillage jardin;Réparation désherbeur électrique;0;0
Jardin & équipements;Réparation outillage jardin;Réparation motoculteur / motobineuse;0;0
Jardin & équipements;Réparation outillage jardin;Réparation nettoyeur haute pression;0;0
Jardin & équipements;Réparation outillage jardin;Réparation rotofil;0;0
Jardin & équipements;Réparation outillage jardin;Réparation scarificateur électrique;0;0
Jardin & équipements;Réparation outillage jardin;Réparation taille haie électrique;0;0
Jardin & équipements;Réparation outillage jardin;Réparation tondeuse;0;0
Jardin & équipements;Réparation outillage jardin;Réparation tracteur tondeuse;0;0
Jardin & équipements;Réparation outillage jardin;Réparation treuil électrique;0;0
Jardin & équipements;Réparation outillage jardin;Réparation tronçonneuse;0;0
Jardin & équipements;Réparation outillage jardin;Élagage abattage taille de haie;0;1
Jardin & équipements;Terrasse & balcon;Application d'un saturateur bois façade;0;0
Jardin & équipements;Terrasse & balcon;Application d'un saturateur escalier extérieur;0;0
Jardin & équipements;Terrasse & balcon;Application d'un saturateur terrasse;0;0
Jardin & équipements;Terrasse & balcon;Dépose terrasse bois;0;0
Jardin & équipements;Terrasse & balcon;Entretien balcon;1;0
Jardin & équipements;Terrasse & balcon;Entretien terrasse;1;0
Jardin & équipements;Terrasse & balcon;Installation garde corps;0;0
Jardin & équipements;Terrasse & balcon;Installation terrasse bois;0;0
Jardin & équipements;Terrasse & balcon;Renforcement balcon;0;0
Jardin & équipements;Terrasse & balcon;Réparation balcon;0;0
Jardin & équipements;Terrasse & balcon;Réparation garde corps;0;0
Jardin & équipements;Terrasse & balcon;Réparation terrasse;0;0
Jardin & équipements;Terrassement;Bitumage;0;0
Jardin & équipements;Terrassement;Bornage et piquetage;0;0
Jardin & équipements;Terrassement;Décaissement;0;0
Jardin & équipements;Terrassement;Pose de géotextile;0;0
Jardin & équipements;Terrassement;Remblaiement;0;0
Langues;Cours & apprentissage langues;Apprentissage langue des signes;1;0
Langues;Cours & apprentissage langues;Cours d'allemand;1;0
Langues;Cours & apprentissage langues;Cours d'anglais;1;0
Langues;Cours & apprentissage langues;Cours d'arabe;1;0
Langues;Cours & apprentissage langues;Cours d'espagnol;1;0
Langues;Cours & apprentissage langues;Cours d'italien;1;0
Langues;Cours & apprentissage langues;Cours de FLE;1;1
Langues;Cours & apprentissage langues;Cours de chinois;1;0
Langues;Cours & apprentissage langues;Cours de français;1;0
Langues;Cours & apprentissage langues;Cours de grec;1;0
Langues;Cours & apprentissage langues;Cours de japonais;1;0
Langues;Cours & apprentissage langues;Cours de latin;1;0
Langues;Cours & apprentissage langues;Cours de mandarin;1;0
Langues;Cours & apprentissage langues;Cours de néerlandais;1;0
Langues;Cours & apprentissage langues;Cours de portugais;1;0
Langues;Cours & apprentissage langues;Cours de russe;1;0
Langues;Cours & apprentissage langues;Cours de serbe;1;0
Langues;Cours & apprentissage langues;Cours d’Arménien;1;1
Langues;Cours & apprentissage langues;Cours particuliers d'anglais;1;1
Langues;Cours & apprentissage langues;Français pour débutant: adultes;1;1
Langues;Cours & apprentissage langues;Garde d'enfants;1;1
Langues;Cours & apprentissage langues;Promenade et soins d'animaux;0;1
Langues;Interprétariat;Interprète allemand;0;0
Langues;Interprétariat;Interprète anglais;0;0
Langues;Interprétariat;Interprète arabe;0;0
Langues;Interprétariat;Interprète chinois;0;0
Langues;Interprétariat;Interprète espagnol;0;0
Langues;Interprétariat;Interprète français;0;0
Langues;Interprétariat;Interprète italien;0;0
Langues;Interprétariat;Interprète japonais;0;0
Langues;Interprétariat;Interprète langage des signes;0;0
Langues;Interprétariat;Interprète mandarin;0;0
Langues;Interprétariat;Interprète néerlandais;0;0
Langues;Interprétariat;Interprète portugais;0;0
Langues;Interprétariat;Interprète russe;0;0
Langues;Interprétariat;Interprète serbe;0;0
Langues;Relecture;Aide à la rédaction et relecture;0;1
Langues;Relecture;Relecture Rapport Français;0;1
Langues;Relecture;Relecture allemand;0;0
Langues;Relecture;Relecture anglais;0;0
Langues;Relecture;Relecture arabe;0;0
Langues;Relecture;Relecture chinois;0;0
Langues;Relecture;Relecture espagnol;0;0
Langues;Relecture;Relecture français;0;0
Langues;Relecture;Relecture italien;0;0
Langues;Relecture;Relecture japonais;0;0
Langues;Relecture;Relecture mandarin;0;0
Langues;Relecture;Relecture néerlandais;0;0
Langues;Relecture;Relecture portugais;0;0
Langues;Relecture;Relecture russe;0;0
Langues;Relecture;Relecture serbe;0;0
Langues;Traduction;Traduction allemand;0;0
Langues;Traduction;Traduction anglais;0;0
Langues;Traduction;Traduction arabe;0;0
Langues;Traduction;Traduction chinois;0;0
Langues;Traduction;Traduction espagnol;0;0
Langues;Traduction;Traduction français;0;0
Langues;Traduction;Traduction italien;0;0
Langues;Traduction;Traduction japonais;0;0
Langues;Traduction;Traduction mandarin;0;0
Langues;Traduction;Traduction néerlandais;0;0
Langues;Traduction;Traduction portugais;0;0
Langues;Traduction;Traduction russe;0;0
Langues;Traduction;Traduction serbe;0;0
Loisirs créatifs;Atelier bijoux;Cours création bijoux FIMO;0;0
Loisirs créatifs;Atelier bijoux;Cours création bijoux perles & breloques;0;0
Loisirs créatifs;Atelier bijoux;Cours création bijoux tissage;0;0
Loisirs créatifs;Atelier confection;Atelier confection anti-poux;0;0
Loisirs créatifs;Atelier confection;Atelier confection baume à lèvres;0;0
Loisirs créatifs;Atelier confection;Atelier confection bombe de bain;0;0
Loisirs créatifs;Atelier confection;Atelier confection crème anti-moustique;0;0
Loisirs créatifs;Atelier confection;Atelier confection crème corps;0;0
Loisirs créatifs;Atelier confection;Atelier confection crème visage;0;0
Loisirs créatifs;Atelier confection;Atelier confection dentifrice;0;0
Loisirs créatifs;Atelier confection;Atelier confection dégraissant multi surface;0;0
Loisirs créatifs;Atelier confection;Atelier confection démêlant cheveux;0;0
Loisirs créatifs;Atelier confection;Atelier confection désodorisant intérieur;0;0
Loisirs créatifs;Atelier confection;Atelier confection détachant;0;0
Loisirs créatifs;Atelier confection;Atelier confection eye liner;0;0
Loisirs créatifs;Atelier confection;Atelier confection gel après rasage;0;0
Loisirs créatifs;Atelier confection;Atelier confection gel coiffant;0;0
Loisirs créatifs;Atelier confection;Atelier confection gloss à lèvres;0;0
Loisirs créatifs;Atelier confection;Atelier confection gommage corps;0;0
Loisirs créatifs;Atelier confection;Atelier confection gommage visage;0;0
Loisirs créatifs;Atelier confection;Atelier confection lait démaquillant visage;0;0
Loisirs créatifs;Atelier confection;Atelier confection lave vitre;0;0
Loisirs créatifs;Atelier confection;Atelier confection lessive;0;0
Loisirs créatifs;Atelier confection;Atelier confection lingette démaquillante lavable;0;0
Loisirs créatifs;Atelier confection;Atelier confection liquide vaisselle;0;0
Loisirs créatifs;Atelier confection;Atelier confection lotion après soleil;0;0
Loisirs créatifs;Atelier confection;Atelier confection mascara;0;0
Loisirs créatifs;Atelier confection;Atelier confection masque cheveux;0;0
Loisirs créatifs;Atelier confection;Atelier confection masque visage;0;0
Loisirs créatifs;Atelier confection;Atelier confection nettoyant visage;0;0
Loisirs créatifs;Atelier confection;Atelier confection parfums;0;0
Loisirs créatifs;Atelier confection;Atelier confection pastilles lave-vaisselle;0;0
Loisirs créatifs;Atelier confection;Atelier confection patch anti-points noirs;0;0
Loisirs créatifs;Atelier confection;Atelier confection poudre du soleil;0;0
Loisirs créatifs;Atelier confection;Atelier confection poudre matifiante;0;0
Loisirs créatifs;Atelier confection;Atelier confection rouge à lèvres;0;0
Loisirs créatifs;Atelier confection;Atelier confection savon mains;0;0
Loisirs créatifs;Atelier confection;Atelier confection sel de bain;0;0
Loisirs créatifs;Atelier confection;Atelier confection shampoing sec;0;0
Loisirs créatifs;Atelier confection;Atelier confection soin cheveux;0;0
Loisirs créatifs;Atelier confection;Atelier confection sérum yeux;0;0
Loisirs créatifs;Atelier confection;Atelier confection vernis à ongles;0;0
Loisirs créatifs;Atelier couture & broderie;Cours de broderie;1;0
Loisirs créatifs;Atelier couture & broderie;Cours de canevas;1;0
Loisirs créatifs;Atelier couture & broderie;Cours de couture;1;0
Loisirs créatifs;Atelier couture & broderie;Cours de crochet;1;0
Loisirs créatifs;Atelier couture & broderie;Cours de tricot;1;0
Loisirs créatifs;Atelier décoration;Atelier Décopatch;0;0
Loisirs créatifs;Atelier décoration;Atelier pliages;0;0
Loisirs créatifs;Atelier décoration;Cours de mosaïque;1;0
Loisirs créatifs;Atelier décoration;Cours de poterie;1;0
Loisirs créatifs;Atelier décoration;Cours de scrapbooking;1;0
Loisirs créatifs;Atelier décoration;Décoration végétale ;0;1
Loisirs créatifs;Coach gaming;Coach CS GO;0;0
Loisirs créatifs;Coach gaming;Coach Call of Duty;0;0
Loisirs créatifs;Coach gaming;Coach Dota 2;0;0
Loisirs créatifs;Coach gaming;Coach FIFA 20;0;0
Loisirs créatifs;Coach gaming;Coach Fortnite;0;0
Loisirs créatifs;Coach gaming;Coach Grand Theft Auto;0;0
Loisirs créatifs;Coach gaming;Coach HearthStone;0;0
Loisirs créatifs;Coach gaming;Coach League of Legends;0;0
Loisirs créatifs;Coach gaming;Coach Overwatch;0;0
Loisirs créatifs;Coach gaming;Coach PUBG;0;0
Loisirs créatifs;Coach gaming;Coach Rainbow 6 siege;0;0
Loisirs créatifs;Coach gaming;Coach Rocket League;0;0
Loisirs créatifs;Coach gaming;Coach StarCraft 2;0;0
Loisirs créatifs;Coach gaming;Coach World of WarCraft;0;0
Loisirs créatifs;Cours d'art;Chant ;1;1
Loisirs créatifs;Cours d'art;Cours de dessin ;1;1
Loisirs créatifs;Cours d'art;Cours de dessin MANGA / BD;1;1
Loisirs créatifs;Cours d'art;Guitare ;1;1
Loisirs créatifs;Cours d'art;Introduction au réalisme;1;0
Loisirs créatifs;Cours d'art;Introduction à l'abstrait;1;0
Loisirs créatifs;Cours d'art;Introduction à l'art contemporain;1;0
Loisirs créatifs;Cours d'art;Introduction à l'art moderne;1;0
Loisirs créatifs;Cours d'art;Réalisateur/scénariste, diplomé de L'ESRA, primé en festival, donne des cours de réalisation et de scénario;0;1
Loisirs créatifs;Cours d'art;Théâtre ;1;1
Loisirs créatifs;Création d'objet;DIY palettes;0;0
Loisirs créatifs;Dessin & peinture;Art thérapie;0;1
Loisirs créatifs;Dessin & peinture;Atelier aquarelle;1;0
Loisirs créatifs;Dessin & peinture;Atelier art plastique;1;1
Loisirs créatifs;Dessin & peinture;Atelier dessin sur mesure;1;0
Loisirs créatifs;Dessin & peinture;Atelier peinture classique;1;0
Loisirs créatifs;Dessin & peinture;Atelier peinture à l'huile;1;0
Loisirs créatifs;Dessin & peinture;Atelier volume/ installation;1;1
Loisirs créatifs;Dessin & peinture;Commande de peinture sur mesure ;0;1
Loisirs créatifs;Dessin & peinture;Cours de couture , aide aux projets ;1;1
Loisirs créatifs;Dessin & peinture;Cours dessin manga;1;1
Loisirs créatifs;Dessin & peinture;Dessiner au fusain;1;0
Loisirs créatifs;Dessin & peinture;Dessiner la perspective;1;0
Loisirs créatifs;Dessin & peinture;Dessiner à l'encre;1;0
Loisirs créatifs;Dessin & peinture;Les bases du dessin;1;0
Loisirs créatifs;Dessin & peinture;Peinture sur textile;1;0
Maison & entretien;Déblaiement;Déblaiement autres ferrailles;1;0
Maison & entretien;Déblaiement;Déblaiement gravats et déchets;1;0
Maison & entretien;Déblaiement;Déblaiement meubles & électroménager;1;0
Maison & entretien;Déménagement;Aide au déménagement;1;0
Maison & entretien;Déménagement;Déménagement - mise en carton;1;0
Maison & entretien;Déménagement;Déménagement avec camion, chauffeur et déménageur;1;0
Maison & entretien;Déménagement;Déménagement cave;1;0
Maison & entretien;Déménagement;Déménagement grenier;1;0
Maison & entretien;Déménagement;Livreur ;0;1
Maison & entretien;Déménagement;Transporteur ;0;1
Maison & entretien;Désencombrage;Debarrasse , vide et nettoie tout de la cave au grenier / maison  / appartement  / locaux pour particuliers et professionnels 7/7j;1;1
Maison & entretien;Désencombrage;Désencombrage maison;1;0
Maison & entretien;Désencombrage;Rénovation bâtiment ;0;1
Maison & entretien;Ménage & nettoyage;Femme de ménage ;1;1
Maison & entretien;Ménage & nettoyage;Lavage de canapé;1;0
Maison & entretien;Ménage & nettoyage;Lavage de moquette;1;0
Maison & entretien;Ménage & nettoyage;Lavage de tapis;1;0
Maison & entretien;Ménage & nettoyage;Lavage de vitre;1;0
Maison & entretien;Ménage & nettoyage;Ménage;1;0
Maison & entretien;Ménage & nettoyage;Ménage et nettoyage de domicile;1;1
Maison & entretien;Ménage & nettoyage;Ménage, et rangement ;1;1
Maison & entretien;Ménage & nettoyage;Nettoyage de printemps ;1;1
Maison & entretien;Ménage & nettoyage;Nettoyage des murs;1;0
Maison & entretien;Ménage & nettoyage;Rangement;1;0
Maison & entretien;Ménage & nettoyage;Repassage;1;1
Maison & entretien;Ménage & nettoyage;Repassage;1;1
Maison & entretien;Ménage & nettoyage;Repassage;1;1
Maison & entretien;Ménage & nettoyage;Repassage du linges ;1;1
Maison & entretien;Ménage & nettoyage;nettoyage de coproprietes , commerce , bureaux ;1;1
Maison & entretien;Ménage & nettoyage;nettoyage de diogene ;1;1
Maison & entretien;Ménage & nettoyage;repassage;1;1
Maison & entretien;Ménage & nettoyage;repassage;1;1
Maison & entretien;Ménage & nettoyage;repassage;1;1
Maison & entretien;Rangement;Lustres tringles à rideaux ;1;1
Maison & entretien;Rangement;Montage de meubles ;1;1
Maison & entretien;Rangement;Ménage repassage;1;1
Maison & entretien;Rangement;Pose de cuisine ;1;1
Maison & entretien;Rangement;Rangement bois de chauffage;1;0
Maison & entretien;Rangement;Rangement garage;1;0
Maison & entretien;Stockage;Stockage de meubles;0;0
Maison, travaux & bricolage;Charpenterie;Réparation de charpente;0;0
Maison, travaux & bricolage;Chauffage;Installation chaudière à basse température;0;0
Maison, travaux & bricolage;Chauffage;Installation chaudière à condensation;0;0
Maison, travaux & bricolage;Chauffage;Installation chaudière à ventouse;0;0
Maison, travaux & bricolage;Chauffage;Installation chauffe-eau;0;0
Maison, travaux & bricolage;Chauffage;Installation cheminée;0;0
Maison, travaux & bricolage;Chauffage;Installation climatiseur;0;0
Maison, travaux & bricolage;Chauffage;Installation pompe à chaleur;0;0
Maison, travaux & bricolage;Chauffage;Installation poële à bois;0;0
Maison, travaux & bricolage;Chauffage;Installation poële à granulé;0;0
Maison, travaux & bricolage;Chauffage;Installation radiateur;0;0
Maison, travaux & bricolage;Chauffage;Installation sèche-serviette;0;0
Maison, travaux & bricolage;Chauffage;Remplacement vitre cheminée;0;0
Maison, travaux & bricolage;Chauffage;Réparation chaudière;0;0
Maison, travaux & bricolage;Chauffage;Réparation chauffe-eau;0;0
Maison, travaux & bricolage;Chauffage;Réparation cheminée;0;0
Maison, travaux & bricolage;Chauffage;Réparation climatisation;0;0
Maison, travaux & bricolage;Chauffage;Réparation poêle;0;0
Maison, travaux & bricolage;Chauffage;Réparation radiateur;0;0
Maison, travaux & bricolage;Chauffage;Réparation sèche-serviette;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de bouteur;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de chargeuse pelleteuse;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de chargeuse à pneus;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de chariot élévateur de chantier;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de compacteur;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de finisseur;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de mini compacteur;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de mini-chargeuse;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de mini-pelle;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de niveleuse;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de pelle à chenille;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de pelle à pneus;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de plateforme élévatrice multi-directionnelle;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de plateforme élévatrice verticale;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de pulvimixeur;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de raboteuse;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de tombereau;0;0
Maison, travaux & bricolage;Conducteur d'engin de chantier;Conducteur de tracteur agricole;0;0
Maison, travaux & bricolage;Crépis;Crépi mur;0;0
Maison, travaux & bricolage;Crépis;Crépis au rouleau façade;0;0
Maison, travaux & bricolage;Crépis;Crépis au rouleau mur;0;0
Maison, travaux & bricolage;Crépis;Crépis projeté et taloché façade;0;0
Maison, travaux & bricolage;Crépis;Crépis projeté et taloché mur;0;0
Maison, travaux & bricolage;Crépis;Crépis projeté façade;0;0
Maison, travaux & bricolage;Crépis;Crépis projeté mur;0;0
Maison, travaux & bricolage;Crépis;Crépis taloché façade;0;0
Maison, travaux & bricolage;Crépis;Crépis taloché mur;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Destruction de nids guêpes et de frelons;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Dépigeonnage;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Dératisation;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Désinsectisation - Cafards;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Désinsectisation - Chenilles processionnaires;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Désinsectisation - Puces;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Désinsectisation - Punaise de lit;0;0
Maison, travaux & bricolage;Désinfection & nuisibles;Détaupage;0;0
Maison, travaux & bricolage;Electricité;Changement fusible;1;0
Maison, travaux & bricolage;Electricité;Encastrement de câbles et gaines;0;0
Maison, travaux & bricolage;Electricité;Frigoriste de métier ,pose clim;0;1
Maison, travaux & bricolage;Electricité;Installation VMC;0;0
Maison, travaux & bricolage;Electricité;Installation alarme sans fil;0;0
Maison, travaux & bricolage;Electricité;Installation d'un visiophone;0;0
Maison, travaux & bricolage;Electricité;Installation détecteur de fumée;0;0
Maison, travaux & bricolage;Electricité;Installation fusible;0;0
Maison, travaux & bricolage;Electricité;Installation interphone;0;0
Maison, travaux & bricolage;Electricité;Installation interrupteur;0;0
Maison, travaux & bricolage;Electricité;Installation luminaire;0;0
Maison, travaux & bricolage;Electricité;Installation minuterie;0;0
Maison, travaux & bricolage;Electricité;Installation mécanisme portail;0;0
Maison, travaux & bricolage;Electricité;Installation prise électrique;0;0
Maison, travaux & bricolage;Electricité;Installation radiateur électrique;0;0
Maison, travaux & bricolage;Electricité;Installation sonnette;0;0
Maison, travaux & bricolage;Electricité;Installation tableau électrique;0;0
Maison, travaux & bricolage;Electricité;Installation thermostat;0;0
Maison, travaux & bricolage;Electricité;Recherche de panne électrique;0;0
Maison, travaux & bricolage;Electricité;Réparation VMC;1;0
Maison, travaux & bricolage;Electricité;Réparation alarme sans fil;1;0
Maison, travaux & bricolage;Electricité;Réparation d'un visiophone;1;0
Maison, travaux & bricolage;Electricité;Réparation détecteur de fumée;1;0
Maison, travaux & bricolage;Electricité;Réparation interphone;1;0
Maison, travaux & bricolage;Electricité;Réparation interrupteur;1;0
Maison, travaux & bricolage;Electricité;Réparation luminaire;1;0
Maison, travaux & bricolage;Electricité;Réparation minuterie;1;0
Maison, travaux & bricolage;Electricité;Réparation mécanisme portail;1;0
Maison, travaux & bricolage;Electricité;Réparation prise électrique;1;0
Maison, travaux & bricolage;Electricité;Réparation radiateur électrique;1;0
Maison, travaux & bricolage;Electricité;Réparation sonnette;1;0
Maison, travaux & bricolage;Electricité;Réparation tableau électrique;1;0
Maison, travaux & bricolage;Electricité;Réparation thermostat;1;0
Maison, travaux & bricolage;Electricité;cablage informatique;0;1
Maison, travaux & bricolage;Electricité;domotique ;0;1
Maison, travaux & bricolage;Electricité;intrusion;0;1
Maison, travaux & bricolage;Electricité;video surveillance;0;1
Maison, travaux & bricolage;Electricité;Électricien de métier disponible pour touts travaux  installation ou dépannage ;0;1
Maison, travaux & bricolage;Electricité;Électricité générale ;0;1
Maison, travaux & bricolage;Maçonnerie;Construction d'un coffrage;0;0
Maison, travaux & bricolage;Maçonnerie;Construction escalier;0;0
Maison, travaux & bricolage;Maçonnerie;Construction mur;0;0
Maison, travaux & bricolage;Maçonnerie;Coulage de chape;0;0
Maison, travaux & bricolage;Maçonnerie;Coulage de dalle;0;0
Maison, travaux & bricolage;Maçonnerie;Création d intérieure;0;1
Maison, travaux & bricolage;Maçonnerie;Démolition de cloisons;0;0
Maison, travaux & bricolage;Maçonnerie;Démolition mur;0;0
Maison, travaux & bricolage;Maçonnerie;Démolition mur porteur;0;0
Maison, travaux & bricolage;Maçonnerie;Ragréage;0;0
Maison, travaux & bricolage;Maçonnerie;Rénovation / Construction ;0;1
Maison, travaux & bricolage;Menuiserie;Charpente ossature bois;0;1
Maison, travaux & bricolage;Menuiserie;Construction bar extérieur;0;0
Maison, travaux & bricolage;Menuiserie;Construction chaise;0;0
Maison, travaux & bricolage;Menuiserie;Construction fauteuil de jardin;0;0
Maison, travaux & bricolage;Menuiserie;Construction meuble en palettes;0;0
Maison, travaux & bricolage;Menuiserie;Construction placard;0;0
Maison, travaux & bricolage;Menuiserie;Construction table;0;0
Maison, travaux & bricolage;Menuiserie;Construction étagère;0;0
Maison, travaux & bricolage;Menuiserie;Décapage bois de façade;0;0
Maison, travaux & bricolage;Menuiserie;Décapage de fenêtre;0;0
Maison, travaux & bricolage;Menuiserie;Décapage de meuble;0;0
Maison, travaux & bricolage;Menuiserie;Décapage de porte;0;0
Maison, travaux & bricolage;Menuiserie;Dépannage ;1;1
Maison, travaux & bricolage;Menuiserie;Dépose baie vitrée;1;0
Maison, travaux & bricolage;Menuiserie;Dépose blindage;1;0
Maison, travaux & bricolage;Menuiserie;Dépose d'escalier;1;0
Maison, travaux & bricolage;Menuiserie;Dépose d'étagère;1;0
Maison, travaux & bricolage;Menuiserie;Dépose de volet;1;0
Maison, travaux & bricolage;Menuiserie;Dépose de volet électrique;1;0
Maison, travaux & bricolage;Menuiserie;Dépose dressing;1;0
Maison, travaux & bricolage;Menuiserie;Dépose fenêtre;1;0
Maison, travaux & bricolage;Menuiserie;Dépose judas;1;0
Maison, travaux & bricolage;Menuiserie;Dépose porte;1;0
Maison, travaux & bricolage;Menuiserie;Dépose rampe d'escalier;1;0
Maison, travaux & bricolage;Menuiserie;Dépose store;1;0
Maison, travaux & bricolage;Menuiserie;Dépose velux;1;0
Maison, travaux & bricolage;Menuiserie;Dépose verrière;1;0
Maison, travaux & bricolage;Menuiserie;Dépose volet roulant;1;0
Maison, travaux & bricolage;Menuiserie;Dépose véranda;1;0
Maison, travaux & bricolage;Menuiserie;Montage dressing;1;0
Maison, travaux & bricolage;Menuiserie;Montage verrière;0;0
Maison, travaux & bricolage;Menuiserie;Montage véranda;0;0
Maison, travaux & bricolage;Menuiserie;Pose baie vitrée;0;0
Maison, travaux & bricolage;Menuiserie;Pose blindage;0;0
Maison, travaux & bricolage;Menuiserie;Pose d' étagère;0;0
Maison, travaux & bricolage;Menuiserie;Pose d'escalier;0;0
Maison, travaux & bricolage;Menuiserie;Pose de cuisine;1;0
Maison, travaux & bricolage;Menuiserie;Pose de judas;1;0
Maison, travaux & bricolage;Menuiserie;Pose de parquet ;1;1
Maison, travaux & bricolage;Menuiserie;Pose de plan de travail;1;0
Maison, travaux & bricolage;Menuiserie;Pose de poignée de porte;1;0
Maison, travaux & bricolage;Menuiserie;Pose de store;0;0
Maison, travaux & bricolage;Menuiserie;Pose de volet;0;0
Maison, travaux & bricolage;Menuiserie;Pose fenêtre;0;0
Maison, travaux & bricolage;Menuiserie;Pose porte;0;0
Maison, travaux & bricolage;Menuiserie;Pose rampe d'escalier;0;0
Maison, travaux & bricolage;Menuiserie;Pose velux;0;0
Maison, travaux & bricolage;Menuiserie;Pose volet roulant;0;0
Maison, travaux & bricolage;Menuiserie;Pose volet électrique;0;0
Maison, travaux & bricolage;Menuiserie;Rabotage fenêtre;0;0
Maison, travaux & bricolage;Menuiserie;Rabotage porte;0;0
Maison, travaux & bricolage;Menuiserie;Réparation poignée de porte;1;0
Maison, travaux & bricolage;Miroiterie;Dépose miroir;1;0
Maison, travaux & bricolage;Miroiterie;Pose miroir;1;0
Maison, travaux & bricolage;Peinture;Bricolage entretien maison ;1;1
Maison, travaux & bricolage;Peinture;Carrelage ;0;1
Maison, travaux & bricolage;Peinture;Interieur ;0;1
