categorie;service;prestation;eligible_cesu;privée
Maison, travaux & bricolage;Peinture;Lessivage mur;1;0
Maison, travaux & bricolage;Peinture;Peintre qualifié avec 16 ans d'expérience realise vos travaux de peinture avec le plus grand soin,rapidité et au meilleur prix.  Préparation des supports :  _lessivage des murs et plafonds _traitement des endroits humides et fissures et application d'impression _application denduit gros et fin _ponçage et dépoussiérage _application de 2 à 3 couches de peinture au choix (Satin,Velour,Mat,glycero,Briant,) _ponçage entre les couches de peinture pour une finition parfaite.  Règlement par espèce,me contacter uniquement par téléphone (ne répond pas au message) n'hésitez pas à me contacter à tout moment,pas sérieux s'abstenir!;0;1
Maison, travaux & bricolage;Peinture;Peinture ;0;1
Maison, travaux & bricolage;Peinture;Peinture boiserie;0;0
Maison, travaux & bricolage;Peinture;Peinture boiserie;0;0
Maison, travaux & bricolage;Peinture;Peinture escalier;0;0
Maison, travaux & bricolage;Peinture;Peinture escalier;0;0
Maison, travaux & bricolage;Peinture;Peinture façade;0;0
Maison, travaux & bricolage;Peinture;Peinture faïence / crédence;0;0
Maison, travaux & bricolage;Peinture;Peinture mur;0;0
Maison, travaux & bricolage;Peinture;Peinture mur;0;0
Maison, travaux & bricolage;Peinture;Peinture palissade;0;0
Maison, travaux & bricolage;Peinture;Peinture plafond;0;0
Maison, travaux & bricolage;Peinture;Peinture plan de travail;0;0
Maison, travaux & bricolage;Peinture;Peinture sol;0;0
Maison, travaux & bricolage;Peinture;Peinture sol;0;0
Maison, travaux & bricolage;Peinture;Peinture terrasse;0;0
Maison, travaux & bricolage;Peinture;Peinture toiture;0;0
Maison, travaux & bricolage;Peinture;Peinture volet;0;0
Maison, travaux & bricolage;Peinture;Plaquiste ;0;1
Maison, travaux & bricolage;Peinture;Préparation mur;1;0
Maison, travaux & bricolage;Peinture;Préparation mur;1;0
Maison, travaux & bricolage;Peinture;décapage bois / métaux / peinture sol avant peinture;0;1
Maison, travaux & bricolage;Peinture;plafond;0;1
Maison, travaux & bricolage;Peinture;préparation bois extérieur;0;1
Maison, travaux & bricolage;Plomberie;Débouchage canalisation;0;0
Maison, travaux & bricolage;Plomberie;Détartrage de cumulus;0;0
Maison, travaux & bricolage;Plomberie;Détection de fuite;0;0
Maison, travaux & bricolage;Plomberie;Installation adoucisseur;0;0
Maison, travaux & bricolage;Plomberie;Installation baignoire;0;0
Maison, travaux & bricolage;Plomberie;Installation cabine de douche;0;0
Maison, travaux & bricolage;Plomberie;Installation douche;0;0
Maison, travaux & bricolage;Plomberie;Installation mitigeur;0;0
Maison, travaux & bricolage;Plomberie;Installation robinetterie;0;0
Maison, travaux & bricolage;Plomberie;Installation toilette;0;0
Maison, travaux & bricolage;Plomberie;Installation évier;0;0
Maison, travaux & bricolage;Plomberie;Pose de robinet d'alimentation d'eau;0;0
Maison, travaux & bricolage;Plomberie;Pose joint silicone;0;0
Maison, travaux & bricolage;Plomberie;Purge radiateur;0;0
Maison, travaux & bricolage;Plomberie;Pvc cuivre ;0;1
Maison, travaux & bricolage;Plomberie;Raccordement;0;0
Maison, travaux & bricolage;Plomberie;Réparation adoucisseur;1;0
Maison, travaux & bricolage;Plomberie;Réparation baignoire;1;0
Maison, travaux & bricolage;Plomberie;Réparation cabine de douche;1;0
Maison, travaux & bricolage;Plomberie;Réparation chasse d'eau;1;0
Maison, travaux & bricolage;Plomberie;Réparation climatiseur;1;0
Maison, travaux & bricolage;Plomberie;Réparation douche;1;0
Maison, travaux & bricolage;Plomberie;Réparation mitigeur;1;0
Maison, travaux & bricolage;Plomberie;Réparation robinetterie;1;0
Maison, travaux & bricolage;Plomberie;Réparation évier;1;0
Maison, travaux & bricolage;Plâtrerie & isolation;Application d'un enduit de lissage;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Dépose d'isolant combles;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Dépose d'isolant de cloisons;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Dépose d'isolant phonique;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Dépose d'isolant thermique;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Dépose de placoplâtre;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Ponçage de plâtre;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose d'isolant de cloisons;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose d'un isolant phonique;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose de bandes;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose de placoplâtre;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose de plaque de plâtre au plafond;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose isolant combles;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose isolant thermique;0;0
Maison, travaux & bricolage;Plâtrerie & isolation;Pose placo sur mur incliné;0;0
Maison, travaux & bricolage;Ramonage;Ramonage cheminée;0;0
Maison, travaux & bricolage;Ramonage;Ramonage conduit charbon;0;0
Maison, travaux & bricolage;Ramonage;Ramonage conduit fuel;0;0
Maison, travaux & bricolage;Ramonage;Ramonage conduit gaz;0;0
Maison, travaux & bricolage;Ramonage;Ramonage poêle;0;0
Maison, travaux & bricolage;Revêtements & sols;Décollage de papier peint;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de béton ciré;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de carrelage;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de faux plafond;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de faïence ou crédence;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de jonc de mer;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de linoléum;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de moquette;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de mosaïque;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de parement;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de plafond tendu;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de plinthe;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose de tissu tendu;1;0
Maison, travaux & bricolage;Revêtements & sols;Dépose parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;Nettoyage de parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;Ponçage de parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de béton ciré;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de carrelage;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de faux plafond;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de faïence/crédence;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de jonc de mer;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de linoléum;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de moquette;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de papier peint;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de parement;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de plafond tendu;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de plaques PVC;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de plinthe;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose de tissu tendu;1;0
Maison, travaux & bricolage;Revêtements & sols;Pose mosaïque;1;0
Maison, travaux & bricolage;Revêtements & sols;Réparation de parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;Vitrification parquet;1;0
Maison, travaux & bricolage;Revêtements & sols;fournitures et pose faux plafond;0;1
Maison, travaux & bricolage;Revêtements & sols;pose de béton drainant ;0;1
Maison, travaux & bricolage;Revêtements & sols;pose de sol liège;1;1
Maison, travaux & bricolage;Revêtements & sols;pose parquet bois massif;1;1
Maison, travaux & bricolage;Revêtements & sols;pose parquet flottant lames bois ou PVC;1;1
Maison, travaux & bricolage;Revêtements & sols;pose plinthes bois ou PVC;1;1
Maison, travaux & bricolage;Revêtements & sols;pose plinthes carrelage;1;1
Maison, travaux & bricolage;Réparation outillage;Réparation aspirateur;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation burineur;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation carotteuse;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation compresseur électrique;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation décapeur;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation défonceuse électrique;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation meuleuse;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation perceuse-visseuse;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation ponceuse;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation poste à souder;0;0
Maison, travaux & bricolage;Réparation outillage;Réparation rabot électrique;0;0
Maison, travaux & bricolage;Serrurerie;Changement de serrure;0;0
Maison, travaux & bricolage;Serrurerie;Installation d'un verrou;0;0
Maison, travaux & bricolage;Serrurerie;Installation serrure 3 points;0;0
Maison, travaux & bricolage;Serrurerie;Installation serrure télécommandée;0;0
Maison, travaux & bricolage;Serrurerie;Installation serrure à clé;0;0
Maison, travaux & bricolage;Serrurerie;Installation serrure à code;0;0
Maison, travaux & bricolage;Serrurerie;Ouverture de porte;0;0
Maison, travaux & bricolage;Soudure;Autre soudure en acier;0;0
Maison, travaux & bricolage;Soudure;Autre soudure en aluminium;0;0
Maison, travaux & bricolage;Soudure;Autre soudure en brasure fine;0;0
Maison, travaux & bricolage;Soudure;Autre soudure en cuivre;0;0
Maison, travaux & bricolage;Soudure;Autre soudure en inox;0;0
Maison, travaux & bricolage;Soudure;Brasure garde corps en acier ou fonte;0;0
Maison, travaux & bricolage;Soudure;Brasure mobilier d'art;0;0
Maison, travaux & bricolage;Soudure;Brasure objets divers en fonte;0;0
Maison, travaux & bricolage;Soudure;Brasure réparation de portail en acier;0;0
Maison, travaux & bricolage;Soudure;Brasure tuyauterie plomberie;0;0
Maison, travaux & bricolage;Soudure;Réparation de carters moto;0;0
Maison, travaux & bricolage;Soudure;Réparation de fissure ou trou sur pot d'échappement;0;0
Maison, travaux & bricolage;Soudure;Réparation de jantes auto & moto;0;0
Maison, travaux & bricolage;Soudure;Réparation de portail aluminium;0;0
Maison, travaux & bricolage;Soudure;Soudure cadre VTT fissuré ou brisé;0;0
Maison, travaux & bricolage;Soudure;Soudure cadre prototype auto & moto;0;0
Maison, travaux & bricolage;Soudure;Soudure cadre prototype auto & moto;0;0
Maison, travaux & bricolage;Soudure;Soudure cadre vélo;0;0
Maison, travaux & bricolage;Soudure;Soudure de tout type de raccord sur tuyauterie;0;0
Maison, travaux & bricolage;Soudure;Soudure enceinte de chaudronnerie cuivre;0;0
Maison, travaux & bricolage;Soudure;Soudure enceinte à vide, échangeurs;0;0
Maison, travaux & bricolage;Soudure;Soudure mobilier d'art;0;0
Maison, travaux & bricolage;Soudure;Soudure mobilier d'art;0;0
Maison, travaux & bricolage;Soudure;Soudure objets d'art en étain;0;0
Maison, travaux & bricolage;Soudure;Soudure rechargement de culasse ou d'élément moteur auto & moto;0;0
Maison, travaux & bricolage;Soudure;Soudure réservoir à parois minces;0;0
Maison, travaux & bricolage;Soudure;Soudure tuyauterie vide et pompage;0;0
Maison, travaux & bricolage;Soudure;Soudure échangeurs de climatisation;0;0
Maison, travaux & bricolage;Soudure;Soudure échangeurs tubulaires en inox;0;0
Maison, travaux & bricolage;Soudure;Soudure élément de carrosserie auto;0;0
Maison, travaux & bricolage;Toiture;Démoussage de toit;0;0
Maison, travaux & bricolage;Toiture;Dépose d'ardoise;0;0
Maison, travaux & bricolage;Toiture;Dépose de chaume;0;0
Maison, travaux & bricolage;Toiture;Dépose de lauzière;0;0
Maison, travaux & bricolage;Toiture;Dépose de panneau solaire;0;0
Maison, travaux & bricolage;Toiture;Dépose de tuiles;0;0
Maison, travaux & bricolage;Toiture;Dépose de zingue;0;0
Maison, travaux & bricolage;Toiture;Entretien d'ardoise;0;0
Maison, travaux & bricolage;Toiture;Entretien de chaume;0;0
Maison, travaux & bricolage;Toiture;Entretien de lauzière;0;0
Maison, travaux & bricolage;Toiture;Entretien de panneau solaire;0;0
Maison, travaux & bricolage;Toiture;Entretien de tuiles;0;0
Maison, travaux & bricolage;Toiture;Entretien de zingue;0;0
Maison, travaux & bricolage;Toiture;Hydrofuge toiture;0;1
Maison, travaux & bricolage;Toiture;Nettoyage façade ;0;1
Maison, travaux & bricolage;Toiture;Nettoyage toiture ;0;1
Maison, travaux & bricolage;Toiture;Pose d'ardoise;0;0
Maison, travaux & bricolage;Toiture;Pose de chaume;0;0
Maison, travaux & bricolage;Toiture;Pose de lauzière;0;0
Maison, travaux & bricolage;Toiture;Pose de panneau solaire;0;0
Maison, travaux & bricolage;Toiture;Pose de tuiles;0;0
Maison, travaux & bricolage;Toiture;Pose de zingue;0;0
Maison, travaux & bricolage;Toiture;Velux;0;1
Maison, travaux & bricolage;Vitrerie;Pose de joint;1;0
Maison, travaux & bricolage;Vitrerie;Pose de vitre;0;0
Maison, travaux & bricolage;Vitrerie;Réparation de joint;1;0
Maison, travaux & bricolage;Zinguerie;Dépose gouttière;0;0
Maison, travaux & bricolage;Zinguerie;Entretien gouttière;0;0
Maison, travaux & bricolage;Zinguerie;Pose gouttière;0;0
Musique & chant;Cours d'instrument à cordes;COURS DE GUITARE EN LIGNE folk, classique, électrique;1;1
Musique & chant;Cours d'instrument à cordes;Cours de banjo;1;0
Musique & chant;Cours d'instrument à cordes;Cours de cithare;1;0
Musique & chant;Cours d'instrument à cordes;Cours de contrebasse;1;0
Musique & chant;Cours d'instrument à cordes;Cours de guitare (folk, électrique);1;1
Musique & chant;Cours d'instrument à cordes;Cours de guitare Folk;1;1
Musique & chant;Cours d'instrument à cordes;Cours de guitare acoustique;1;1
Musique & chant;Cours d'instrument à cordes;Cours de guitare acoustique;1;1
Musique & chant;Cours d'instrument à cordes;Cours de guitare basse;1;0
Musique & chant;Cours d'instrument à cordes;Cours de guitare classique;1;0
Musique & chant;Cours d'instrument à cordes;Cours de guitare folk;1;1
Musique & chant;Cours d'instrument à cordes;Cours de guitare électrique;1;0
Musique & chant;Cours d'instrument à cordes;Cours de harpe;1;0
Musique & chant;Cours d'instrument à cordes;Cours de mandoline;1;0
Musique & chant;Cours d'instrument à cordes;Cours de piano;1;0
Musique & chant;Cours d'instrument à cordes;Cours de ukulélé;1;0
Musique & chant;Cours d'instrument à cordes;Cours de violon;1;0
Musique & chant;Cours d'instrument à cordes;Cours de violoncelle;1;0
Musique & chant;Cours d'instrument à cordes;Solfège;1;1
Musique & chant;Cours d'instrument à cordes;Solfège et Formation musicale;1;1
Musique & chant;Cours d'instrument à cordes;eveil musical et solfege;1;1
Musique & chant;Cours d'instrument à cordes;guitare folk;1;1
Musique & chant;Cours d'instrument à vent;Cours d'accordéon;1;0
Musique & chant;Cours d'instrument à vent;Cours d'harmonica;1;0
Musique & chant;Cours d'instrument à vent;Cours de clarinette;1;0
Musique & chant;Cours d'instrument à vent;Cours de cor;1;0
Musique & chant;Cours d'instrument à vent;Cours de cornemuse;1;0
Musique & chant;Cours d'instrument à vent;Cours de flûte;1;0
Musique & chant;Cours d'instrument à vent;Cours de saxophone;1;0
Musique & chant;Cours d'instrument à vent;Cours de trompette;1;0
Musique & chant;Cours d'instrument à vent;Cours de tuba;1;0
Musique & chant;Cours de Mix & MAO;Cours de Ableton;1;1
Musique & chant;Cours de Mix & MAO;Cours de MAO;1;1
Musique & chant;Cours de Mix & MAO;Cours de Mix DJ;1;0
Musique & chant;Cours de Mix & MAO;Cours de synthétiseur;1;0
Musique & chant;Cours de chant;Coaching Vocal;1;1
Musique & chant;Cours de chant;Cours de Guitare/Piano;1;1
Musique & chant;Cours de chant;Cours de chant;1;0
Musique & chant;Cours de chant;Eveil Musical;1;1
Musique & chant;Cours de percussions;Cours de batterie;1;0
